po_id,supplier_id,sku_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,unit_cost,status
PO-002072,SUP-02,SKU-00002,WH-WA,2026-02-02,2026-02-12,2026-02-12,50.0,50.0,2.21,Received
PO-002073,SUP-02,SKU-00014,WH-WA,2026-02-02,2026-02-12,2026-02-13,146.0,146.0,4.12,Late
PO-002074,SUP-01,SKU-00015,WH-WA,2026-02-02,2026-02-06,2026-02-04,85.0,85.0,2.27,Received
PO-002075,SUP-02,SKU-00016,WH-WA,2026-02-02,2026-02-21,2026-02-19,58.0,58.0,2.03,Received
PO-002076,SUP-05,SKU-00017,WH-WA,2026-02-02,2026-02-11,2026-02-14,201.0,201.0,1.83,Late
PO-002077,SUP-07,SKU-00020,WH-WA,2026-02-02,2026-02-22,2026-02-24,119.0,119.0,5.2,Late
PO-002078,SUP-01,SKU-00015,WH-NSW,2026-02-03,2026-02-07,2026-02-07,131.0,131.0,2.27,Received
PO-002079,SUP-05,SKU-00017,WH-NSW,2026-02-03,2026-02-12,2026-02-10,150.0,150.0,1.83,Received
PO-002080,SUP-02,SKU-00018,WH-NSW,2026-02-03,2026-02-13,2026-02-13,226.0,226.0,2.32,Received
PO-002081,SUP-02,SKU-00002,WH-QLD,2026-02-03,2026-02-13,2026-02-13,242.0,242.0,2.21,Received
PO-002082,SUP-07,SKU-00006,WH-VIC,2026-02-03,2026-02-11,2026-02-09,68.0,68.0,4.07,Received
PO-002083,SUP-06,SKU-00009,WH-VIC,2026-02-03,2026-02-07,2026-02-07,98.0,98.0,4.65,Received
PO-002084,SUP-05,SKU-00017,WH-VIC,2026-02-03,2026-02-12,2026-02-11,145.0,145.0,1.83,Received
PO-002085,SUP-02,SKU-00018,WH-VIC,2026-02-03,2026-02-13,2026-02-13,305.0,305.0,2.32,Received
PO-002086,SUP-05,SKU-00013,WH-WA,2026-02-03,2026-02-12,2026-02-10,216.0,216.0,2.42,Received
PO-002087,SUP-02,SKU-00016,WH-NSW,2026-02-04,2026-02-23,2026-02-23,74.0,74.0,2.03,Received
PO-002088,SUP-06,SKU-00019,WH-NSW,2026-02-04,2026-02-08,2026-02-06,121.0,121.0,5.36,Received
PO-002089,SUP-05,SKU-00023,WH-NSW,2026-02-04,2026-02-13,2026-02-15,265.0,265.0,2.48,Late
PO-002090,SUP-02,SKU-00024,WH-NSW,2026-02-04,2026-02-14,2026-02-14,233.0,233.0,1.36,Received
PO-002091,SUP-04,SKU-00005,WH-QLD,2026-02-04,2026-02-22,2026-02-20,134.0,134.0,2.29,Received
PO-002092,SUP-05,SKU-00007,WH-QLD,2026-02-04,2026-02-13,2026-02-12,342.0,342.0,2.62,Received
PO-002093,SUP-02,SKU-00014,WH-QLD,2026-02-04,2026-02-14,2026-02-15,101.0,101.0,4.12,Late
PO-002094,SUP-05,SKU-00023,WH-QLD,2026-02-04,2026-02-13,2026-02-13,386.0,386.0,2.48,Received
PO-002095,SUP-05,SKU-00023,WH-VIC,2026-02-04,2026-02-13,2026-02-13,178.0,178.0,2.48,Received
PO-002096,SUP-07,SKU-00006,WH-WA,2026-02-04,2026-02-12,2026-02-12,98.0,98.0,4.07,Received
PO-002097,SUP-07,SKU-00012,WH-WA,2026-02-04,2026-02-12,2026-02-12,57.0,57.0,2.93,Received
PO-002098,SUP-07,SKU-00022,WH-WA,2026-02-04,2026-02-12,2026-02-11,71.0,71.0,3.85,Received
PO-002099,SUP-05,SKU-00001,WH-NSW,2026-02-05,2026-02-14,2026-02-15,141.0,141.0,1.57,Late
PO-002100,SUP-07,SKU-00020,WH-NSW,2026-02-05,2026-02-25,2026-02-26,248.0,248.0,5.2,Late
PO-002101,SUP-07,SKU-00006,WH-QLD,2026-02-05,2026-02-13,2026-02-16,150.0,150.0,4.07,Late
PO-002102,SUP-01,SKU-00015,WH-QLD,2026-02-05,2026-02-09,2026-02-10,92.0,92.0,2.27,Late
PO-002103,SUP-05,SKU-00017,WH-QLD,2026-02-05,2026-02-14,2026-02-14,355.0,355.0,1.83,Received
PO-002104,SUP-02,SKU-00018,WH-QLD,2026-02-05,2026-02-15,2026-02-15,311.0,311.0,2.32,Received
PO-002105,SUP-04,SKU-00021,WH-QLD,2026-02-05,2026-02-23,2026-02-26,128.0,128.0,2.1,Late
PO-002106,SUP-06,SKU-00019,WH-WA,2026-02-05,2026-02-09,2026-02-09,55.0,55.0,5.36,Received
PO-002107,SUP-02,SKU-00002,WH-NSW,2026-02-06,2026-02-16,2026-02-14,379.0,379.0,2.21,Received
PO-002108,SUP-06,SKU-00003,WH-NSW,2026-02-06,2026-02-10,2026-02-11,154.0,154.0,5.99,Late
PO-002109,SUP-07,SKU-00006,WH-NSW,2026-02-06,2026-02-14,2026-02-14,114.0,114.0,4.07,Received
PO-002110,SUP-06,SKU-00009,WH-NSW,2026-02-06,2026-02-10,2026-02-10,236.0,236.0,4.65,Received
PO-002111,SUP-05,SKU-00001,WH-QLD,2026-02-06,2026-02-15,2026-02-16,185.0,185.0,1.57,Late
PO-002112,SUP-07,SKU-00020,WH-QLD,2026-02-06,2026-02-26,2026-02-26,293.0,293.0,5.2,Received
PO-002113,SUP-02,SKU-00014,WH-VIC,2026-02-06,2026-02-16,2026-02-17,333.0,333.0,4.12,Late
PO-002114,SUP-06,SKU-00009,WH-WA,2026-02-06,2026-02-10,2026-02-10,101.0,101.0,4.65,Received
PO-002115,SUP-01,SKU-00015,WH-WA,2026-02-06,2026-02-10,2026-02-10,74.0,74.0,2.27,Received
PO-002116,SUP-04,SKU-00021,WH-WA,2026-02-06,2026-02-24,2026-02-24,101.0,101.0,2.1,Received
PO-002117,SUP-05,SKU-00007,WH-NSW,2026-02-07,2026-02-16,2026-02-20,230.0,230.0,2.62,Late
PO-002118,SUP-05,SKU-00013,WH-NSW,2026-02-07,2026-02-16,2026-02-16,196.0,196.0,2.42,Received
PO-002119,SUP-07,SKU-00022,WH-NSW,2026-02-07,2026-02-15,2026-02-18,169.0,169.0,3.85,Late
PO-002120,SUP-06,SKU-00003,WH-QLD,2026-02-07,2026-02-11,2026-02-10,120.0,120.0,5.99,Received
PO-002121,SUP-07,SKU-00012,WH-QLD,2026-02-07,2026-02-15,2026-02-15,85.0,85.0,2.93,Received
PO-002122,SUP-05,SKU-00001,WH-VIC,2026-02-07,2026-02-16,2026-02-16,279.0,279.0,1.57,Received
PO-002123,SUP-02,SKU-00002,WH-VIC,2026-02-07,2026-02-17,2026-02-17,536.0,536.0,2.21,Received
PO-002124,SUP-06,SKU-00003,WH-VIC,2026-02-07,2026-02-11,2026-02-11,180.0,180.0,5.99,Received
PO-002125,SUP-05,SKU-00007,WH-VIC,2026-02-07,2026-02-16,2026-02-14,365.0,365.0,2.62,Received
PO-002126,SUP-06,SKU-00019,WH-VIC,2026-02-07,2026-02-11,2026-02-10,172.0,172.0,5.36,Received
PO-002127,SUP-05,SKU-00001,WH-WA,2026-02-07,2026-02-16,2026-02-18,217.0,217.0,1.57,Late
PO-002128,SUP-05,SKU-00007,WH-WA,2026-02-07,2026-02-16,2026-02-16,108.0,108.0,2.62,Received
PO-002129,SUP-04,SKU-00011,WH-WA,2026-02-07,2026-02-25,2026-02-24,68.0,68.0,5.92,Received
PO-002130,SUP-05,SKU-00017,WH-WA,2026-02-07,2026-02-16,2026-02-14,173.0,173.0,1.83,Received
PO-002131,SUP-05,SKU-00023,WH-WA,2026-02-07,2026-02-16,2026-02-14,101.0,101.0,2.48,Received
PO-002132,SUP-02,SKU-00024,WH-WA,2026-02-07,2026-02-17,2026-02-17,59.0,59.0,1.36,Received
PO-002133,SUP-02,SKU-00014,WH-NSW,2026-02-08,2026-02-18,2026-02-18,355.0,355.0,4.12,Received
PO-002134,SUP-01,SKU-00015,WH-NSW,2026-02-08,2026-02-12,2026-02-13,159.0,159.0,2.27,Late
PO-002135,SUP-06,SKU-00009,WH-QLD,2026-02-08,2026-02-12,2026-02-12,110.0,110.0,4.65,Received
PO-002136,SUP-05,SKU-00013,WH-QLD,2026-02-08,2026-02-17,2026-02-17,484.0,484.0,2.42,Received
PO-002137,SUP-05,SKU-00013,WH-VIC,2026-02-08,2026-02-17,2026-02-16,248.0,248.0,2.42,Received
PO-002138,SUP-06,SKU-00003,WH-WA,2026-02-08,2026-02-12,2026-02-13,73.0,73.0,5.99,Late
PO-002139,SUP-02,SKU-00004,WH-NSW,2026-02-09,2026-02-28,2026-02-28,98.0,98.0,5.29,Received
PO-002140,SUP-06,SKU-00019,WH-NSW,2026-02-09,2026-02-13,2026-02-13,175.0,175.0,5.36,Received
PO-002141,SUP-05,SKU-00007,WH-QLD,2026-02-09,2026-02-18,2026-02-21,345.0,345.0,2.62,Late
PO-002142,SUP-02,SKU-00008,WH-QLD,2026-02-09,2026-02-19,2026-02-19,419.0,419.0,1.67,Received
PO-002143,SUP-06,SKU-00019,WH-QLD,2026-02-09,2026-02-13,2026-02-13,211.0,211.0,5.36,Received
PO-002144,SUP-05,SKU-00023,WH-QLD,2026-02-09,2026-02-18,2026-02-18,304.0,304.0,2.48,Received
PO-002145,SUP-07,SKU-00006,WH-VIC,2026-02-09,2026-02-17,2026-02-18,71.0,71.0,4.07,Late
PO-002146,SUP-03,SKU-00010,WH-VIC,2026-02-09,2026-02-28,2026-02-28,289.0,215.0,4.29,Received
PO-002147,SUP-01,SKU-00015,WH-VIC,2026-02-09,2026-02-13,2026-02-14,281.0,281.0,2.27,Late
PO-002148,SUP-02,SKU-00024,WH-VIC,2026-02-09,2026-02-19,2026-02-20,348.0,348.0,1.36,Late
PO-002149,SUP-02,SKU-00004,WH-WA,2026-02-09,2026-02-28,2026-02-27,76.0,76.0,5.29,Received
PO-002150,SUP-04,SKU-00005,WH-WA,2026-02-09,2026-02-27,2026-02-27,68.0,68.0,2.29,Received
PO-002151,SUP-05,SKU-00013,WH-WA,2026-02-09,2026-02-18,2026-02-16,211.0,211.0,2.42,Received
PO-002152,SUP-05,SKU-00017,WH-NSW,2026-02-10,2026-02-19,2026-02-21,187.0,187.0,1.83,Late
PO-002153,SUP-05,SKU-00023,WH-NSW,2026-02-10,2026-02-19,2026-02-18,256.0,256.0,2.48,Received
PO-002154,SUP-02,SKU-00008,WH-VIC,2026-02-10,2026-02-20,2026-02-20,332.0,332.0,1.67,Received
PO-002155,SUP-03,SKU-00010,WH-WA,2026-02-10,2026-03-01,2026-03-03,148.0,148.0,4.29,Late
PO-002156,SUP-02,SKU-00014,WH-WA,2026-02-10,2026-02-20,2026-02-20,144.0,144.0,4.12,Received
PO-002157,SUP-04,SKU-00011,WH-NSW,2026-02-11,2026-03-01,2026-02-28,105.0,92.0,5.92,Received
PO-002158,SUP-03,SKU-00010,WH-QLD,2026-02-11,2026-03-02,2026-03-03,210.0,159.0,4.29,Late
PO-002159,SUP-05,SKU-00017,WH-QLD,2026-02-11,2026-02-20,2026-02-20,369.0,369.0,1.83,Received
PO-002160,SUP-04,SKU-00005,WH-VIC,2026-02-11,2026-03-01,2026-03-01,71.0,71.0,2.29,Received
PO-002161,SUP-02,SKU-00014,WH-VIC,2026-02-11,2026-02-21,2026-02-22,254.0,254.0,4.12,Late
PO-002162,SUP-05,SKU-00017,WH-VIC,2026-02-11,2026-02-20,2026-02-20,199.0,199.0,1.83,Received
PO-002163,SUP-02,SKU-00018,WH-VIC,2026-02-11,2026-02-21,2026-02-20,369.0,369.0,2.32,Received
PO-002164,SUP-07,SKU-00022,WH-VIC,2026-02-11,2026-02-19,2026-02-18,69.0,69.0,3.85,Received
PO-002165,SUP-05,SKU-00023,WH-VIC,2026-02-11,2026-02-20,2026-02-21,199.0,199.0,2.48,Late
PO-002166,SUP-07,SKU-00006,WH-WA,2026-02-11,2026-02-19,2026-02-19,105.0,105.0,4.07,Received
PO-002167,SUP-02,SKU-00018,WH-WA,2026-02-11,2026-02-21,2026-02-22,248.0,248.0,2.32,Late
PO-002168,SUP-05,SKU-00001,WH-NSW,2026-02-12,2026-02-21,2026-02-21,176.0,176.0,1.57,Received
PO-002169,SUP-06,SKU-00003,WH-NSW,2026-02-12,2026-02-16,2026-02-17,181.0,181.0,5.99,Late
PO-002170,SUP-02,SKU-00008,WH-NSW,2026-02-12,2026-02-22,2026-02-22,192.0,192.0,1.67,Received
PO-002171,SUP-03,SKU-00010,WH-NSW,2026-02-12,2026-03-03,2026-03-03,154.0,154.0,4.29,Received
PO-002172,SUP-05,SKU-00013,WH-NSW,2026-02-12,2026-02-21,2026-02-21,143.0,143.0,2.42,Received
PO-002173,SUP-02,SKU-00018,WH-NSW,2026-02-12,2026-02-22,2026-02-22,265.0,265.0,2.32,Received
PO-002174,SUP-02,SKU-00024,WH-NSW,2026-02-12,2026-02-22,2026-02-22,225.0,225.0,1.36,Received
PO-002175,SUP-02,SKU-00002,WH-QLD,2026-02-12,2026-02-22,2026-02-22,268.0,268.0,2.21,Received
PO-002176,SUP-07,SKU-00006,WH-QLD,2026-02-12,2026-02-20,2026-02-18,170.0,170.0,4.07,Received
PO-002177,SUP-01,SKU-00015,WH-QLD,2026-02-12,2026-02-16,2026-02-16,91.0,91.0,2.27,Received
PO-002178,SUP-06,SKU-00009,WH-VIC,2026-02-12,2026-02-16,2026-02-16,92.0,92.0,4.65,Received
PO-002179,SUP-02,SKU-00002,WH-WA,2026-02-12,2026-02-22,2026-02-22,58.0,58.0,2.21,Received
PO-002180,SUP-05,SKU-00007,WH-WA,2026-02-12,2026-02-21,2026-02-21,106.0,106.0,2.62,Received
PO-002181,SUP-01,SKU-00015,WH-WA,2026-02-12,2026-02-16,2026-02-17,80.0,80.0,2.27,Late
PO-002182,SUP-05,SKU-00007,WH-NSW,2026-02-13,2026-02-22,2026-02-22,209.0,209.0,2.62,Received
PO-002183,SUP-06,SKU-00009,WH-NSW,2026-02-13,2026-02-17,2026-02-17,216.0,216.0,4.65,Received
PO-002184,SUP-01,SKU-00015,WH-NSW,2026-02-13,2026-02-17,2026-02-17,122.0,122.0,2.27,Received
PO-002185,SUP-02,SKU-00004,WH-QLD,2026-02-13,2026-03-04,2026-03-05,154.0,154.0,5.29,Late
PO-002186,SUP-02,SKU-00018,WH-QLD,2026-02-13,2026-02-23,2026-02-23,321.0,321.0,2.32,Received
PO-002187,SUP-07,SKU-00022,WH-QLD,2026-02-13,2026-02-21,2026-02-23,79.0,79.0,3.85,Late
PO-002188,SUP-05,SKU-00001,WH-VIC,2026-02-13,2026-02-22,2026-02-23,300.0,300.0,1.57,Late
PO-002189,SUP-06,SKU-00003,WH-VIC,2026-02-13,2026-02-17,2026-02-17,155.0,155.0,5.99,Received
PO-002190,SUP-05,SKU-00001,WH-WA,2026-02-13,2026-02-22,2026-02-26,165.0,165.0,1.57,Late
PO-002191,SUP-06,SKU-00009,WH-WA,2026-02-13,2026-02-17,2026-02-17,124.0,124.0,4.65,Received
PO-002192,SUP-07,SKU-00012,WH-WA,2026-02-13,2026-02-21,2026-02-20,58.0,58.0,2.93,Received
PO-002193,SUP-02,SKU-00016,WH-WA,2026-02-13,2026-03-04,2026-03-04,54.0,54.0,2.03,Received
PO-002194,SUP-05,SKU-00023,WH-WA,2026-02-13,2026-02-22,2026-02-23,109.0,109.0,2.48,Late
PO-002195,SUP-07,SKU-00006,WH-NSW,2026-02-14,2026-02-22,2026-02-23,114.0,114.0,4.07,Late
PO-002196,SUP-07,SKU-00012,WH-NSW,2026-02-14,2026-02-22,2026-02-21,55.0,55.0,2.93,Received
PO-002197,SUP-05,SKU-00001,WH-QLD,2026-02-14,2026-02-23,2026-02-24,243.0,243.0,1.57,Late
PO-002198,SUP-06,SKU-00003,WH-QLD,2026-02-14,2026-02-18,2026-02-18,119.0,119.0,5.99,Received
PO-002199,SUP-05,SKU-00013,WH-QLD,2026-02-14,2026-02-23,2026-02-23,404.0,404.0,2.42,Received
PO-002200,SUP-02,SKU-00004,WH-VIC,2026-02-14,2026-03-05,2026-03-05,266.0,266.0,5.29,Received
PO-002201,SUP-04,SKU-00011,WH-VIC,2026-02-14,2026-03-04,2026-03-04,147.0,147.0,5.92,Received
PO-002202,SUP-05,SKU-00013,WH-VIC,2026-02-14,2026-02-23,2026-02-25,236.0,236.0,2.42,Late
PO-002203,SUP-06,SKU-00019,WH-VIC,2026-02-14,2026-02-18,2026-02-18,196.0,196.0,5.36,Received
PO-002204,SUP-05,SKU-00017,WH-WA,2026-02-14,2026-02-23,2026-02-24,211.0,211.0,1.83,Late
PO-002205,SUP-02,SKU-00002,WH-NSW,2026-02-15,2026-02-25,2026-02-25,375.0,375.0,2.21,Received
PO-002206,SUP-02,SKU-00014,WH-NSW,2026-02-15,2026-02-25,2026-02-23,367.0,367.0,4.12,Received
PO-002207,SUP-05,SKU-00007,WH-QLD,2026-02-15,2026-02-24,2026-02-27,353.0,353.0,2.62,Late
PO-002208,SUP-07,SKU-00012,WH-QLD,2026-02-15,2026-02-23,2026-02-23,86.0,86.0,2.93,Received
PO-002209,SUP-05,SKU-00023,WH-QLD,2026-02-15,2026-02-24,2026-02-24,333.0,333.0,2.48,Received
PO-002210,SUP-05,SKU-00007,WH-VIC,2026-02-15,2026-02-24,2026-02-24,373.0,373.0,2.62,Received
PO-002211,SUP-02,SKU-00016,WH-VIC,2026-02-15,2026-03-06,2026-03-06,72.0,72.0,2.03,Received
PO-002212,SUP-07,SKU-00020,WH-WA,2026-02-15,2026-03-07,2026-03-07,124.0,124.0,5.2,Received
PO-002213,SUP-05,SKU-00017,WH-NSW,2026-02-16,2026-02-25,2026-02-26,158.0,158.0,1.83,Late
PO-002214,SUP-04,SKU-00005,WH-QLD,2026-02-16,2026-03-06,2026-03-09,128.0,128.0,2.29,Late
PO-002215,SUP-06,SKU-00009,WH-QLD,2026-02-16,2026-02-20,2026-02-20,102.0,102.0,4.65,Received
PO-002216,SUP-02,SKU-00014,WH-QLD,2026-02-16,2026-02-26,2026-02-26,123.0,123.0,4.12,Received
PO-002217,SUP-06,SKU-00019,WH-QLD,2026-02-16,2026-02-20,2026-02-19,257.0,257.0,5.36,Received
PO-002218,SUP-02,SKU-00002,WH-VIC,2026-02-16,2026-02-26,2026-02-26,477.0,477.0,2.21,Received
PO-002219,SUP-07,SKU-00020,WH-VIC,2026-02-16,2026-03-08,2026-03-06,256.0,191.0,5.2,Received
PO-002220,SUP-04,SKU-00021,WH-VIC,2026-02-16,2026-03-06,2026-03-07,156.0,156.0,2.1,Late
PO-002221,SUP-06,SKU-00019,WH-NSW,2026-02-17,2026-02-21,2026-02-20,172.0,172.0,5.36,Received
PO-002222,SUP-02,SKU-00008,WH-QLD,2026-02-17,2026-02-27,2026-02-26,418.0,418.0,1.67,Received
PO-002223,SUP-04,SKU-00011,WH-QLD,2026-02-17,2026-03-07,2026-03-09,95.0,95.0,5.92,Late
PO-002224,SUP-02,SKU-00016,WH-QLD,2026-02-17,2026-03-08,2026-03-07,256.0,256.0,2.03,Received
PO-002225,SUP-05,SKU-00017,WH-QLD,2026-02-17,2026-02-26,2026-02-26,365.0,365.0,1.83,Received
PO-002226,SUP-01,SKU-00015,WH-VIC,2026-02-17,2026-02-21,2026-02-21,234.0,234.0,2.27,Received
PO-002227,SUP-02,SKU-00024,WH-VIC,2026-02-17,2026-02-27,2026-02-26,391.0,391.0,1.36,Received
PO-002228,SUP-06,SKU-00003,WH-WA,2026-02-17,2026-02-21,2026-02-21,74.0,74.0,5.99,Received
PO-002229,SUP-02,SKU-00018,WH-WA,2026-02-17,2026-02-27,2026-02-27,198.0,198.0,2.32,Received
PO-002230,SUP-07,SKU-00022,WH-WA,2026-02-17,2026-02-25,2026-02-27,66.0,66.0,3.85,Late
PO-002231,SUP-05,SKU-00001,WH-NSW,2026-02-18,2026-02-27,2026-02-26,146.0,146.0,1.57,Received
PO-002232,SUP-07,SKU-00022,WH-NSW,2026-02-18,2026-02-26,2026-02-27,183.0,183.0,3.85,Late
PO-002233,SUP-05,SKU-00023,WH-VIC,2026-02-18,2026-02-27,2026-03-01,170.0,170.0,2.48,Late
PO-002234,SUP-06,SKU-00009,WH-WA,2026-02-18,2026-02-22,2026-02-22,103.0,103.0,4.65,Received
PO-002235,SUP-05,SKU-00013,WH-WA,2026-02-18,2026-02-27,2026-02-25,268.0,268.0,2.42,Received
PO-002236,SUP-02,SKU-00014,WH-WA,2026-02-18,2026-02-28,2026-02-26,152.0,152.0,4.12,Received
PO-002237,SUP-06,SKU-00019,WH-WA,2026-02-18,2026-02-22,2026-02-21,64.0,64.0,5.36,Received
PO-002238,SUP-02,SKU-00024,WH-WA,2026-02-18,2026-02-28,2026-02-27,57.0,57.0,1.36,Received
PO-002239,SUP-06,SKU-00003,WH-NSW,2026-02-19,2026-02-23,2026-02-22,160.0,160.0,5.99,Received
PO-002240,SUP-05,SKU-00013,WH-NSW,2026-02-19,2026-02-28,2026-03-02,173.0,173.0,2.42,Late
PO-002241,SUP-02,SKU-00018,WH-NSW,2026-02-19,2026-03-01,2026-02-28,236.0,236.0,2.32,Received
PO-002242,SUP-05,SKU-00023,WH-NSW,2026-02-19,2026-02-28,2026-02-28,373.0,373.0,2.48,Received
PO-002243,SUP-02,SKU-00024,WH-NSW,2026-02-19,2026-03-01,2026-03-02,202.0,159.0,1.36,Late
PO-002244,SUP-02,SKU-00002,WH-QLD,2026-02-19,2026-03-01,2026-03-01,246.0,246.0,2.21,Received
PO-002245,SUP-07,SKU-00006,WH-QLD,2026-02-19,2026-02-27,2026-02-27,159.0,159.0,4.07,Received
PO-002246,SUP-01,SKU-00015,WH-QLD,2026-02-19,2026-02-23,2026-02-22,96.0,96.0,2.27,Received
PO-002247,SUP-07,SKU-00020,WH-QLD,2026-02-19,2026-03-11,2026-03-09,281.0,281.0,5.2,Received
PO-002248,SUP-05,SKU-00001,WH-VIC,2026-02-19,2026-02-28,2026-02-28,243.0,243.0,1.57,Received
PO-002249,SUP-07,SKU-00006,WH-VIC,2026-02-19,2026-02-27,2026-02-28,77.0,77.0,4.07,Late
PO-002250,SUP-02,SKU-00008,WH-VIC,2026-02-19,2026-03-01,2026-03-01,350.0,350.0,1.67,Received
PO-002251,SUP-06,SKU-00009,WH-VIC,2026-02-19,2026-02-23,2026-02-23,94.0,94.0,4.65,Received
PO-002252,SUP-07,SKU-00022,WH-VIC,2026-02-19,2026-02-27,2026-02-25,72.0,72.0,3.85,Received
PO-002253,SUP-07,SKU-00006,WH-WA,2026-02-19,2026-02-27,2026-02-27,84.0,84.0,4.07,Received
PO-002254,SUP-05,SKU-00007,WH-WA,2026-02-19,2026-02-28,2026-03-01,123.0,123.0,2.62,Late
PO-002255,SUP-07,SKU-00012,WH-WA,2026-02-19,2026-02-27,2026-02-27,57.0,57.0,2.93,Received
PO-002256,SUP-05,SKU-00023,WH-WA,2026-02-19,2026-02-28,2026-02-28,82.0,82.0,2.48,Received
PO-002257,SUP-05,SKU-00007,WH-NSW,2026-02-20,2026-03-01,2026-02-28,246.0,246.0,2.62,Received
PO-002258,SUP-06,SKU-00009,WH-NSW,2026-02-20,2026-02-24,2026-02-23,235.0,235.0,4.65,Received
PO-002259,SUP-01,SKU-00015,WH-NSW,2026-02-20,2026-02-24,2026-02-24,147.0,147.0,2.27,Received
PO-002260,SUP-07,SKU-00020,WH-NSW,2026-02-20,2026-03-12,2026-03-12,217.0,217.0,5.2,Received
PO-002261,SUP-05,SKU-00013,WH-QLD,2026-02-20,2026-03-01,2026-03-04,412.0,412.0,2.42,Late
PO-002262,SUP-02,SKU-00018,WH-QLD,2026-02-20,2026-03-02,2026-03-02,284.0,284.0,2.32,Received
PO-002263,SUP-04,SKU-00021,WH-QLD,2026-02-20,2026-03-10,2026-03-08,160.0,160.0,2.1,Received
PO-002264,SUP-06,SKU-00003,WH-VIC,2026-02-20,2026-02-24,2026-02-24,156.0,156.0,5.99,Received
PO-002265,SUP-02,SKU-00014,WH-VIC,2026-02-20,2026-03-02,2026-03-02,352.0,352.0,4.12,Received
PO-002266,SUP-05,SKU-00017,WH-VIC,2026-02-20,2026-03-01,2026-03-03,198.0,198.0,1.83,Late
PO-002267,SUP-04,SKU-00005,WH-WA,2026-02-20,2026-03-10,2026-03-08,62.0,62.0,2.29,Received
PO-002268,SUP-01,SKU-00015,WH-WA,2026-02-20,2026-02-24,2026-02-22,103.0,103.0,2.27,Received
PO-002269,SUP-04,SKU-00021,WH-WA,2026-02-20,2026-03-10,2026-03-08,114.0,114.0,2.1,Received
PO-002270,SUP-04,SKU-00005,WH-NSW,2026-02-21,2026-03-11,2026-03-10,53.0,53.0,2.29,Received
PO-002271,SUP-02,SKU-00016,WH-NSW,2026-02-21,2026-03-12,2026-03-12,88.0,88.0,2.03,Received
PO-002272,SUP-04,SKU-00021,WH-NSW,2026-02-21,2026-03-11,2026-03-09,54.0,54.0,2.1,Received
PO-002273,SUP-05,SKU-00001,WH-QLD,2026-02-21,2026-03-02,2026-03-02,185.0,185.0,1.57,Received
PO-002274,SUP-05,SKU-00007,WH-QLD,2026-02-21,2026-03-02,2026-03-02,352.0,352.0,2.62,Received
PO-002275,SUP-06,SKU-00019,WH-QLD,2026-02-21,2026-02-25,2026-02-25,181.0,181.0,5.36,Received
PO-002276,SUP-07,SKU-00022,WH-QLD,2026-02-21,2026-03-01,2026-03-02,58.0,58.0,3.85,Late
PO-002277,SUP-05,SKU-00023,WH-QLD,2026-02-21,2026-03-02,2026-03-01,291.0,291.0,2.48,Received
PO-002278,SUP-05,SKU-00013,WH-VIC,2026-02-21,2026-03-02,2026-03-02,280.0,280.0,2.42,Received
PO-002279,SUP-02,SKU-00018,WH-VIC,2026-02-21,2026-03-03,2026-03-04,389.0,389.0,2.32,Late
PO-002280,SUP-05,SKU-00001,WH-WA,2026-02-21,2026-03-02,2026-03-04,208.0,208.0,1.57,Late
PO-002281,SUP-04,SKU-00011,WH-WA,2026-02-21,2026-03-11,2026-03-11,80.0,59.0,5.92,Received
PO-002282,SUP-02,SKU-00004,WH-NSW,2026-02-22,2026-03-13,2026-03-13,97.0,97.0,5.29,Received
PO-002283,SUP-02,SKU-00008,WH-NSW,2026-02-22,2026-03-04,2026-03-04,192.0,192.0,1.67,Received
PO-002284,SUP-06,SKU-00003,WH-QLD,2026-02-22,2026-02-26,2026-02-26,131.0,131.0,5.99,Received
PO-002285,SUP-07,SKU-00012,WH-QLD,2026-02-22,2026-03-02,2026-03-02,79.0,79.0,2.93,Received
PO-002286,SUP-05,SKU-00017,WH-QLD,2026-02-22,2026-03-03,2026-03-04,351.0,351.0,1.83,Late
PO-002287,SUP-01,SKU-00015,WH-VIC,2026-02-22,2026-02-26,2026-03-01,200.0,200.0,2.27,Late
PO-002288,SUP-06,SKU-00019,WH-VIC,2026-02-22,2026-02-26,2026-02-28,200.0,200.0,5.36,Late
PO-002289,SUP-02,SKU-00002,WH-WA,2026-02-22,2026-03-04,2026-03-05,65.0,65.0,2.21,Late
PO-002290,SUP-02,SKU-00004,WH-WA,2026-02-22,2026-03-13,2026-03-14,67.0,67.0,5.29,Late
PO-002291,SUP-05,SKU-00017,WH-WA,2026-02-22,2026-03-03,2026-03-04,162.0,162.0,1.83,Late
PO-002292,SUP-07,SKU-00006,WH-NSW,2026-02-23,2026-03-03,2026-03-01,113.0,113.0,4.07,Received
PO-002293,SUP-05,SKU-00001,WH-NSW,2026-02-24,2026-03-05,2026-03-05,127.0,127.0,1.57,Received
PO-002294,SUP-02,SKU-00002,WH-NSW,2026-02-24,2026-03-06,2026-03-07,354.0,354.0,2.21,Late
PO-002295,SUP-02,SKU-00014,WH-NSW,2026-02-24,2026-03-06,2026-03-05,342.0,342.0,4.12,Received
PO-002296,SUP-06,SKU-00019,WH-NSW,2026-02-24,2026-02-28,2026-02-28,179.0,179.0,5.36,Received
