date,region,avg_temp_c,precipitation_mm,severe_weather_flag
2025-11-09,WA,20.1,1.1,False
2025-11-10,WA,22.2,0.9,False
2025-11-11,WA,25.1,1.1,False
2025-11-12,WA,22.6,0.2,False
2025-11-13,WA,22.4,4.1,False
2025-11-14,WA,26.0,1.9,False
2025-11-15,WA,26.1,1.3,False
2025-11-16,WA,24.9,2.7,False
2025-11-17,WA,23.4,2.7,False
2025-11-18,WA,23.9,0.1,False
2025-11-19,WA,23.1,0.4,False
2025-11-20,WA,22.9,1.4,False
2025-11-21,WA,22.9,3.7,False
2025-11-22,WA,23.7,3.9,False
2025-11-23,WA,23.1,0.8,False
2025-11-24,WA,22.4,3.1,False
2025-11-25,WA,25.3,0.0,False
2025-11-26,WA,25.4,2.6,False
2025-11-27,WA,27.9,1.3,False
2025-11-28,WA,24.2,0.7,False
2025-11-29,WA,25.8,1.7,False
2025-11-30,WA,25.9,2.0,False
2025-12-01,WA,25.1,6.2,False
2025-12-02,WA,26.8,7.5,False
2025-12-03,WA,26.9,1.2,False
2025-12-04,WA,26.3,3.8,False
2025-12-05,WA,25.4,1.1,False
2025-12-06,WA,25.3,2.1,False
2025-12-07,WA,23.8,0.5,False
2025-12-08,WA,24.7,0.3,False
2025-12-09,WA,25.1,1.7,False
2025-12-10,WA,24.4,0.9,False
2025-12-11,WA,27.0,0.8,False
2025-12-12,WA,28.2,0.1,False
2025-12-13,WA,24.9,0.3,False
2025-12-14,WA,26.9,2.4,False
2025-12-15,WA,24.9,2.4,False
2025-12-16,WA,26.1,1.4,False
2025-12-17,WA,25.5,1.9,False
2025-12-18,WA,27.7,0.1,False
2025-12-19,WA,25.7,3.7,False
2025-12-20,WA,28.4,1.9,False
2025-12-21,WA,26.5,2.5,False
2025-12-22,WA,25.9,0.4,False
2025-12-23,WA,24.9,2.3,False
2025-12-24,WA,27.4,2.3,False
2025-12-25,WA,28.5,0.9,False
2025-12-26,WA,27.5,7.6,False
2025-12-27,WA,30.7,0.9,False
2025-12-28,WA,29.4,4.8,False
2025-12-29,WA,26.7,3.7,False
2025-12-30,WA,26.7,5.1,False
2025-12-31,WA,28.0,1.3,False
2026-01-01,WA,26.0,0.5,False
2026-01-02,WA,29.2,0.4,False
2026-01-03,WA,27.9,3.0,False
2026-01-04,WA,27.8,1.6,False
2026-01-05,WA,28.5,1.3,False
2026-01-06,WA,30.2,1.2,False
2026-01-07,WA,27.7,0.1,False
2026-01-08,WA,27.3,0.9,False
2026-01-09,WA,29.9,5.6,False
2026-01-10,WA,29.0,2.1,False
2026-01-11,WA,27.0,0.5,False
2026-01-12,WA,27.5,3.8,False
2026-01-13,WA,27.8,2.4,False
2026-01-14,WA,28.1,6.7,False
2026-01-15,WA,25.3,0.7,False
2026-01-16,WA,25.0,0.5,False
2026-01-17,WA,26.1,4.8,False
2026-01-18,WA,25.9,1.1,False
2026-01-19,WA,26.5,0.9,False
2026-01-20,WA,28.5,2.6,False
2026-01-21,WA,27.2,1.0,False
2026-01-22,WA,27.8,0.5,False
2026-01-23,WA,25.5,2.8,False
2026-01-24,WA,26.7,1.8,False
2026-01-25,WA,28.3,0.3,False
2026-01-26,WA,28.3,2.7,False
2026-01-27,WA,26.2,0.4,False
2026-01-28,WA,27.6,0.1,False
2026-01-29,WA,30.8,2.2,False
2026-01-30,WA,27.2,0.5,False
2026-01-31,WA,26.1,1.9,False
2026-02-01,WA,26.9,14.0,False
2026-02-02,WA,27.3,6.6,False
2026-02-03,WA,26.9,0.6,False
2026-02-04,WA,27.0,0.8,False
2026-02-05,WA,24.7,2.6,False
2026-02-06,WA,25.5,0.0,False
2026-02-07,WA,26.7,1.9,False
2026-02-08,WA,26.6,0.7,False
2026-02-09,WA,26.0,2.2,True
2026-02-10,WA,26.5,2.5,False
2026-02-11,WA,26.9,2.4,False
2026-02-12,WA,28.1,0.1,True
2026-02-13,WA,26.5,0.3,False
2026-02-14,WA,27.2,4.5,False
2026-02-15,WA,25.7,0.3,False
2026-02-16,WA,27.4,1.4,False
2026-02-17,WA,27.0,4.0,False
2026-02-18,WA,27.7,0.0,False
2026-02-19,WA,27.4,0.5,False
2026-02-20,WA,27.1,2.4,False
2026-02-21,WA,26.0,0.3,False
2026-02-22,WA,26.4,1.8,False
2026-02-23,WA,27.7,3.9,False
2026-02-24,WA,24.9,1.9,False
2026-02-25,WA,24.8,4.3,False
2026-02-26,WA,26.0,0.8,False
2026-02-27,WA,26.3,2.8,False
2026-02-28,WA,24.3,4.2,False
2026-03-01,WA,25.4,0.7,False
2026-03-02,WA,25.3,4.1,False
2026-03-03,WA,21.8,0.2,False
2026-03-04,WA,24.9,1.9,False
2026-03-05,WA,24.9,0.4,False
2026-03-06,WA,24.8,2.7,False
2026-03-07,WA,27.2,1.7,False
2026-03-08,WA,22.9,2.5,False
2026-03-09,WA,23.5,3.7,False
2026-03-10,WA,20.5,1.5,False
2026-03-11,WA,23.8,0.6,False
2026-03-12,WA,23.9,4.3,False
2026-03-13,WA,23.6,6.1,False
2026-03-14,WA,26.1,4.3,False
2026-03-15,WA,25.6,0.3,False
2026-03-16,WA,24.2,3.5,False
2026-03-17,WA,23.4,2.3,False
2026-03-18,WA,25.5,1.2,False
2026-03-19,WA,23.7,0.3,False
2026-03-20,WA,22.4,2.6,False
2026-03-21,WA,20.8,2.4,False
2026-03-22,WA,22.7,0.6,False
2026-03-23,WA,24.6,1.1,False
2026-03-24,WA,26.9,0.4,False
2026-03-25,WA,23.2,5.8,False
2026-03-26,WA,21.8,1.4,False
2026-03-27,WA,21.0,2.1,False
2026-03-28,WA,23.7,1.9,False
2026-03-29,WA,19.8,3.4,False
2026-03-30,WA,23.4,2.3,False
2026-03-31,WA,23.7,0.7,False
2026-04-01,WA,23.0,1.4,False
2026-04-02,WA,21.9,0.8,False
2026-04-03,WA,23.0,1.3,False
2026-04-04,WA,22.2,2.4,False
2026-04-05,WA,20.6,1.4,False
2026-04-06,WA,24.7,2.0,False
2026-04-07,WA,21.1,0.4,False
2026-04-08,WA,22.7,1.5,False
2026-04-09,WA,17.5,2.5,False
2026-04-10,WA,23.3,2.2,False
2026-04-11,WA,23.5,1.1,False
2026-04-12,WA,21.1,0.5,False
2026-04-13,WA,21.8,6.4,False
2026-04-14,WA,21.7,2.0,False
2026-04-15,WA,19.6,1.5,False
2026-04-16,WA,21.4,0.4,False
2026-04-17,WA,19.1,2.9,False
2026-04-18,WA,19.3,1.9,False
2026-04-19,WA,22.0,0.6,False
2026-04-20,WA,21.6,0.0,False
2026-04-21,WA,18.8,1.6,False
2026-04-22,WA,18.6,0.4,False
2026-04-23,WA,18.7,1.1,False
2026-04-24,WA,20.7,2.5,False
2026-04-25,WA,17.9,2.5,False
2026-04-26,WA,19.9,0.2,False
2026-04-27,WA,20.4,0.9,False
2026-04-28,WA,19.0,4.8,False
2026-04-29,WA,20.6,0.7,False
2026-04-30,WA,18.4,1.0,False
2026-05-01,WA,18.4,1.2,False
2026-05-02,WA,17.1,0.0,False
2026-05-03,WA,20.1,2.8,False
2026-05-04,WA,17.2,0.1,False
2026-05-05,WA,18.8,0.7,False
2026-05-06,WA,18.1,0.5,False
2026-05-07,WA,16.4,1.8,False
2026-05-08,WA,17.0,0.9,False
2026-05-09,WA,20.0,2.6,False
2026-05-10,WA,18.0,3.2,False
2026-05-11,WA,16.0,0.3,False
2026-05-12,WA,18.0,0.5,False
2026-05-13,WA,17.2,2.0,False
2026-05-14,WA,22.8,3.5,False
2026-05-15,WA,17.6,6.7,False
2026-05-16,WA,16.5,0.5,False
2026-05-17,WA,19.2,4.0,False
2026-05-18,WA,13.9,0.3,False
2026-05-19,WA,16.9,1.1,False
2026-05-20,WA,19.9,3.5,False
2026-05-21,WA,16.4,0.6,False
2026-05-22,WA,13.7,0.4,False
2026-05-23,WA,15.7,0.1,False
2026-05-24,WA,18.6,2.0,False
2026-05-25,WA,16.8,1.8,False
2026-05-26,WA,14.7,8.1,False
2026-05-27,WA,14.9,1.4,False
2026-05-28,WA,15.0,0.4,False
2026-05-29,WA,16.4,1.0,False
2026-05-30,WA,17.9,0.1,False
2026-05-31,WA,17.3,2.4,False
2026-06-01,WA,16.3,2.8,False
2026-06-02,WA,13.3,0.5,False
2026-06-03,WA,13.3,0.7,False
2026-06-04,WA,16.2,0.2,False
2026-06-05,WA,13.1,0.2,False
2026-06-06,WA,14.8,1.2,False
2026-06-07,WA,15.6,1.6,False
2026-06-08,WA,13.2,0.0,False
2026-06-09,WA,13.3,2.4,False
2026-06-10,WA,14.7,0.7,False
2026-06-11,WA,15.6,1.8,False
2026-06-12,WA,16.4,1.7,False
2026-06-13,WA,15.6,3.4,False
2026-06-14,WA,14.7,4.3,False
2026-06-15,WA,13.3,4.2,False
2026-06-16,WA,12.7,0.9,False
2026-06-17,WA,13.6,2.1,False
2026-06-18,WA,15.0,0.4,False
2026-06-19,WA,14.8,1.3,False
2026-06-20,WA,10.9,0.8,False
2026-06-21,WA,12.9,0.9,False
2026-06-22,WA,16.0,3.2,False
2026-06-23,WA,14.2,5.1,False
2026-06-24,WA,11.8,0.9,False
2026-06-25,WA,17.7,3.6,False
2026-06-26,WA,13.9,1.2,False
2026-06-27,WA,14.5,0.7,False
2026-06-28,WA,14.5,1.1,False
2026-06-29,WA,13.2,0.8,False
2026-06-30,WA,12.6,0.3,False
2026-07-01,WA,17.1,0.1,False
2026-07-02,WA,15.3,0.1,False
2026-07-03,WA,15.0,2.7,False
2026-07-04,WA,14.6,1.8,False
2026-07-05,WA,12.0,0.9,False
2026-07-06,WA,15.7,1.4,False
2026-07-07,WA,12.2,9.4,False
2026-07-08,WA,14.0,1.2,False
2026-07-09,WA,10.9,0.5,False
2026-07-10,WA,10.3,2.6,False
2026-07-11,WA,14.0,0.3,False
2026-07-12,WA,12.2,1.9,False
2026-07-13,WA,10.3,1.2,False
2026-07-14,WA,14.4,1.7,False
2026-07-15,WA,16.9,0.7,False
2026-07-16,WA,15.7,1.1,False
2026-07-17,WA,13.1,3.0,False
2026-07-18,WA,13.5,0.2,False
2026-07-19,WA,14.9,3.4,False
2026-07-20,WA,15.3,3.9,False
2026-07-21,WA,13.0,1.0,False
2026-07-22,WA,13.6,2.7,False
2026-07-23,WA,14.0,2.1,False
2026-07-24,WA,14.4,1.6,False
2026-07-25,WA,13.4,3.0,False
2026-07-26,WA,13.4,0.9,False
2026-07-27,WA,15.8,4.0,False
2026-07-28,WA,15.6,5.3,False
2026-07-29,WA,14.4,2.1,False
2026-07-30,WA,16.4,0.5,False
2026-07-31,WA,13.1,0.1,False
