return_id,date,store_id,sku_id,quantity,reason
RET-000821,2026-01-26,STR-07,SKU-00008,2,Near expiry
RET-000822,2026-07-13,STR-06,SKU-00004,2,Incorrect item
RET-000823,2025-12-06,STR-04,SKU-00010,2,Customer change of mind
RET-000824,2025-08-24,STR-02,SKU-00014,2,Incorrect item
RET-000825,2026-05-12,STR-03,SKU-00008,1,Near expiry
RET-000826,2026-06-17,STR-06,SKU-00024,2,Customer change of mind
RET-000827,2026-02-02,STR-03,SKU-00023,1,Quality issue
RET-000828,2026-07-21,STR-02,SKU-00015,2,Quality issue
RET-000829,2026-05-05,STR-02,SKU-00008,2,Near expiry
RET-000830,2026-07-13,STR-05,SKU-00004,1,Near expiry
RET-000831,2025-07-13,STR-03,SKU-00011,1,Customer change of mind
RET-000832,2025-09-14,STR-02,SKU-00008,1,Near expiry
RET-000833,2025-08-08,STR-01,SKU-00001,1,Customer change of mind
RET-000834,2025-12-14,STR-02,SKU-00012,2,Quality issue
RET-000835,2026-04-25,STR-02,SKU-00022,1,Quality issue
RET-000836,2026-06-09,STR-04,SKU-00003,1,Near expiry
RET-000837,2025-08-28,STR-04,SKU-00009,1,Near expiry
RET-000838,2026-02-07,STR-08,SKU-00013,2,Quality issue
RET-000839,2025-08-02,STR-05,SKU-00024,1,Incorrect item
RET-000840,2026-06-23,STR-03,SKU-00020,2,Incorrect item
RET-000841,2026-04-09,STR-04,SKU-00001,1,Incorrect item
RET-000842,2026-07-30,STR-01,SKU-00002,1,Quality issue
RET-000843,2025-10-20,STR-02,SKU-00016,1,Customer change of mind
RET-000844,2025-07-16,STR-07,SKU-00002,2,Near expiry
RET-000845,2026-05-23,STR-04,SKU-00005,1,Incorrect item
RET-000846,2025-10-16,STR-02,SKU-00007,1,Customer change of mind
RET-000847,2025-11-23,STR-07,SKU-00008,1,Near expiry
RET-000848,2026-06-24,STR-04,SKU-00017,1,Customer change of mind
RET-000849,2025-11-21,STR-07,SKU-00002,1,Damaged in transit
RET-000850,2026-05-12,STR-08,SKU-00019,2,Incorrect item
RET-000851,2025-08-04,STR-04,SKU-00016,2,Damaged in transit
RET-000852,2025-12-28,STR-05,SKU-00006,1,Damaged in transit
RET-000853,2026-07-13,STR-02,SKU-00010,2,Customer change of mind
RET-000854,2026-01-08,STR-01,SKU-00018,2,Near expiry
RET-000855,2026-05-10,STR-08,SKU-00012,1,Customer change of mind
RET-000856,2025-07-13,STR-05,SKU-00024,1,Incorrect item
RET-000857,2025-09-21,STR-03,SKU-00017,2,Quality issue
RET-000858,2025-11-21,STR-04,SKU-00021,1,Incorrect item
RET-000859,2026-05-22,STR-07,SKU-00004,1,Customer change of mind
RET-000860,2026-02-22,STR-03,SKU-00018,2,Near expiry
RET-000861,2025-08-22,STR-08,SKU-00001,1,Near expiry
RET-000862,2026-06-03,STR-08,SKU-00012,1,Quality issue
RET-000863,2026-04-17,STR-08,SKU-00014,2,Customer change of mind
RET-000864,2025-09-29,STR-08,SKU-00017,2,Quality issue
RET-000865,2025-07-15,STR-04,SKU-00007,2,Incorrect item
RET-000866,2026-05-27,STR-04,SKU-00022,1,Customer change of mind
RET-000867,2025-09-09,STR-06,SKU-00020,1,Quality issue
RET-000868,2025-12-11,STR-02,SKU-00006,2,Quality issue
RET-000869,2025-09-24,STR-01,SKU-00022,1,Near expiry
RET-000870,2025-09-09,STR-03,SKU-00001,1,Customer change of mind
RET-000871,2025-10-19,STR-05,SKU-00014,1,Near expiry
RET-000872,2026-02-01,STR-02,SKU-00022,1,Customer change of mind
RET-000873,2025-08-29,STR-06,SKU-00022,1,Quality issue
RET-000874,2026-03-15,STR-04,SKU-00003,2,Customer change of mind
RET-000875,2025-08-30,STR-04,SKU-00012,2,Near expiry
RET-000876,2025-10-15,STR-05,SKU-00003,2,Damaged in transit
RET-000877,2026-03-30,STR-05,SKU-00024,1,Quality issue
RET-000878,2026-05-27,STR-01,SKU-00023,1,Damaged in transit
RET-000879,2025-10-17,STR-07,SKU-00022,2,Damaged in transit
RET-000880,2026-02-27,STR-02,SKU-00022,1,Quality issue
RET-000881,2026-07-16,STR-07,SKU-00014,2,Customer change of mind
RET-000882,2026-07-29,STR-03,SKU-00002,1,Customer change of mind
RET-000883,2026-05-16,STR-06,SKU-00020,2,Quality issue
RET-000884,2026-02-24,STR-01,SKU-00018,2,Quality issue
RET-000885,2025-09-27,STR-01,SKU-00001,2,Incorrect item
RET-000886,2026-03-15,STR-08,SKU-00006,1,Quality issue
RET-000887,2026-05-19,STR-03,SKU-00016,2,Damaged in transit
RET-000888,2025-12-07,STR-02,SKU-00007,2,Incorrect item
RET-000889,2025-07-26,STR-08,SKU-00005,2,Incorrect item
RET-000890,2026-05-10,STR-05,SKU-00002,2,Customer change of mind
RET-000891,2026-02-01,STR-06,SKU-00021,1,Customer change of mind
RET-000892,2025-11-18,STR-04,SKU-00001,1,Near expiry
RET-000893,2025-09-10,STR-04,SKU-00012,1,Quality issue
RET-000894,2026-06-14,STR-08,SKU-00021,1,Quality issue
RET-000895,2025-11-25,STR-03,SKU-00021,1,Damaged in transit
RET-000896,2025-08-11,STR-04,SKU-00004,2,Quality issue
RET-000897,2025-10-03,STR-07,SKU-00012,2,Near expiry
RET-000898,2025-08-07,STR-07,SKU-00019,2,Near expiry
RET-000899,2025-11-10,STR-01,SKU-00014,2,Near expiry
RET-000900,2026-05-18,STR-01,SKU-00019,1,Near expiry
RET-000901,2025-08-07,STR-08,SKU-00017,1,Near expiry
RET-000902,2026-03-09,STR-02,SKU-00020,1,Incorrect item
RET-000903,2026-07-09,STR-05,SKU-00011,2,Damaged in transit
