decision_id,date,sku_id,location_type,location_id,recommended_order_qty,reorder_point,safety_stock_units,approved_qty,approver,override_flag,override_reason,decision_status
DEC-005546,2025-12-02,SKU-00005,Store,STR-05,17.0,20.6,12.4,17.0,System Auto-Replenishment,False,,Auto-approved
DEC-005547,2025-12-02,SKU-00020,Store,STR-05,36.0,43.7,26.2,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-005548,2025-12-02,SKU-00001,Store,STR-05,58.8,71.6,43.0,58.8,System Auto-Replenishment,False,,Auto-approved
DEC-005549,2025-12-02,SKU-00011,Store,STR-05,21.0,28.4,17.0,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-005550,2025-12-02,SKU-00017,Store,STR-06,68.0,78.4,47.1,68.0,System Auto-Replenishment,False,,Auto-approved
DEC-005551,2025-12-02,SKU-00006,Store,STR-06,24.0,29.1,17.5,24.0,System Auto-Replenishment,False,,Auto-approved
DEC-005552,2025-12-02,SKU-00004,Store,STR-06,22.0,28.2,16.9,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-005553,2025-12-02,SKU-00021,Store,STR-06,13.0,15.7,9.4,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-005554,2025-12-02,SKU-00005,Store,STR-07,20.0,24.8,14.9,20.0,System Auto-Replenishment,False,,Auto-approved
DEC-005555,2025-12-02,SKU-00012,Store,STR-07,35.0,49.1,29.5,35.0,System Auto-Replenishment,False,,Auto-approved
DEC-005556,2025-12-02,SKU-00010,Store,STR-07,34.0,34.5,20.7,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-005557,2025-12-02,SKU-00020,Store,STR-07,35.0,49.1,29.5,35.0,System Auto-Replenishment,False,,Auto-approved
DEC-005558,2025-12-02,SKU-00009,Store,STR-08,21.0,29.0,17.4,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-005559,2025-12-02,SKU-00001,Store,STR-08,34.0,34.8,20.9,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-005560,2025-12-02,SKU-00015,Store,STR-08,26.0,36.2,21.7,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-005561,2025-12-02,SKU-00005,Store,STR-08,6.0,7.7,4.6,6.0,System Auto-Replenishment,False,,Auto-approved
DEC-005562,2025-12-03,SKU-00003,Store,STR-01,40.0,51.8,31.1,40.0,System Auto-Replenishment,False,,Auto-approved
DEC-005563,2025-12-03,SKU-00015,Store,Multiple,148.0,96.6,57.9,148.0,System Auto-Replenishment,False,,Auto-approved
DEC-005564,2025-12-03,SKU-00023,Store,STR-01,67.5,86.7,52.0,0.0,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005565,2025-12-03,SKU-00008,Store,Multiple,116.0,59.2,35.5,116.0,System Auto-Replenishment,False,,Auto-approved
DEC-005566,2025-12-03,SKU-00002,Store,Multiple,189.0,123.0,73.8,189.0,System Auto-Replenishment,False,,Auto-approved
DEC-005567,2025-12-03,SKU-00022,Store,STR-01,35.0,42.0,25.2,35.0,System Auto-Replenishment,False,,Auto-approved
DEC-005568,2025-12-03,SKU-00003,Store,STR-02,72.0,82.3,49.4,72.0,System Auto-Replenishment,False,,Auto-approved
DEC-005569,2025-12-03,SKU-00014,Store,Multiple,145.0,101.9,61.2,145.0,System Auto-Replenishment,False,,Auto-approved
DEC-005570,2025-12-03,SKU-00008,Store,STR-02,65.0,78.5,47.1,65.0,System Auto-Replenishment,False,,Auto-approved
DEC-005571,2025-12-03,SKU-00016,Store,STR-02,18.0,25.2,15.1,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-005572,2025-12-03,SKU-00007,Store,STR-02,95.0,111.9,67.1,95.0,System Auto-Replenishment,False,,Auto-approved
DEC-005573,2025-12-03,SKU-00013,Store,STR-02,76.0,84.5,50.7,76.0,System Auto-Replenishment,False,,Auto-approved
DEC-005574,2025-12-03,SKU-00016,Store,Multiple,69.0,50.0,30.0,69.0,System Auto-Replenishment,False,,Auto-approved
DEC-005575,2025-12-03,SKU-00001,Store,STR-03,82.0,95.6,57.4,40.9,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005576,2025-12-03,SKU-00004,Store,STR-03,26.0,27.8,16.7,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-005577,2025-12-03,SKU-00017,Store,STR-03,83.0,115.9,69.5,83.0,System Auto-Replenishment,False,,Auto-approved
DEC-005578,2025-12-03,SKU-00015,Store,STR-03,55.0,59.6,35.7,55.0,System Auto-Replenishment,False,,Auto-approved
DEC-005579,2025-12-03,SKU-00009,Store,STR-03,49.0,59.5,35.7,49.0,System Auto-Replenishment,False,,Auto-approved
DEC-005580,2025-12-03,SKU-00010,Store,STR-03,26.0,34.3,20.6,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-005581,2025-12-03,SKU-00011,Store,STR-03,28.0,28.6,17.2,28.0,System Auto-Replenishment,False,,Auto-approved
DEC-005582,2025-12-03,SKU-00015,Store,STR-04,22.0,29.0,17.4,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-005583,2025-12-03,SKU-00013,Store,Multiple,87.0,69.4,41.7,79.3,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005584,2025-12-03,SKU-00011,Store,Multiple,22.0,13.3,8.0,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-005585,2025-12-03,SKU-00021,Store,STR-04,17.0,21.4,12.8,17.0,System Auto-Replenishment,False,,Auto-approved
DEC-005586,2025-12-03,SKU-00001,Store,STR-04,63.0,60.5,36.3,33.1,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005587,2025-12-03,SKU-00010,Store,STR-04,26.0,29.3,17.6,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-005588,2025-12-03,SKU-00017,Store,Multiple,92.3,53.7,32.2,92.3,System Auto-Replenishment,False,,Auto-approved
DEC-005589,2025-12-03,SKU-00009,Store,STR-04,48.0,63.0,37.8,48.0,System Auto-Replenishment,False,,Auto-approved
DEC-005590,2025-12-03,SKU-00024,Store,STR-05,59.0,81.3,48.8,59.0,System Auto-Replenishment,False,,Auto-approved
DEC-005591,2025-12-03,SKU-00019,Store,STR-05,34.0,38.1,22.9,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-005592,2025-12-03,SKU-00017,Store,STR-05,62.0,80.7,48.4,62.0,System Auto-Replenishment,False,,Auto-approved
DEC-005593,2025-12-03,SKU-00011,Store,STR-06,16.0,19.4,11.6,16.0,System Auto-Replenishment,False,,Auto-approved
DEC-005594,2025-12-03,SKU-00005,Store,STR-06,12.2,13.7,8.2,7.3,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005595,2025-12-03,SKU-00024,Store,STR-06,43.0,51.2,30.7,43.0,System Auto-Replenishment,False,,Auto-approved
DEC-005596,2025-12-03,SKU-00010,Store,STR-06,21.0,27.6,16.5,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-005597,2025-12-03,SKU-00001,Store,STR-06,63.0,72.8,43.7,63.0,System Auto-Replenishment,False,,Auto-approved
DEC-005598,2025-12-03,SKU-00014,Store,STR-07,37.0,48.2,28.9,37.0,System Auto-Replenishment,False,,Auto-approved
DEC-005599,2025-12-03,SKU-00019,Store,STR-07,39.0,51.2,30.7,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-005600,2025-12-03,SKU-00002,Store,STR-07,48.0,57.8,34.7,48.0,System Auto-Replenishment,False,,Auto-approved
DEC-005601,2025-12-03,SKU-00023,Store,STR-07,92.0,102.8,61.7,86.4,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005602,2025-12-03,SKU-00006,Store,STR-07,40.0,46.3,27.8,40.0,System Auto-Replenishment,False,,Auto-approved
DEC-005603,2025-12-03,SKU-00020,Store,STR-08,7.0,9.6,5.7,7.0,System Auto-Replenishment,False,,Auto-approved
DEC-005604,2025-12-03,SKU-00004,Store,STR-08,6.0,7.3,4.4,6.0,System Auto-Replenishment,False,,Auto-approved
DEC-005605,2025-12-03,SKU-00012,Store,STR-08,12.0,16.2,9.7,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-005606,2025-12-04,SKU-00007,Store,STR-01,103.0,144.1,86.4,103.0,System Auto-Replenishment,False,,Auto-approved
DEC-005607,2025-12-04,SKU-00001,Store,Multiple,130.0,68.3,41.0,130.0,System Auto-Replenishment,False,,Auto-approved
DEC-005608,2025-12-04,SKU-00023,Store,STR-01,89.5,86.7,52.0,0.0,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005609,2025-12-04,SKU-00024,Store,STR-01,73.0,83.0,49.8,73.0,System Auto-Replenishment,False,,Auto-approved
DEC-005610,2025-12-04,SKU-00010,Store,STR-01,35.0,42.4,25.4,35.0,System Auto-Replenishment,False,,Auto-approved
DEC-005611,2025-12-04,SKU-00014,Store,Multiple,127.0,70.7,42.4,127.0,System Auto-Replenishment,False,,Auto-approved
DEC-005612,2025-12-04,SKU-00019,Store,STR-01,64.0,86.6,52.0,64.0,System Auto-Replenishment,False,,Auto-approved
DEC-005613,2025-12-04,SKU-00011,Store,STR-01,15.0,15.8,9.5,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-005614,2025-12-04,SKU-00010,Store,STR-02,21.0,24.2,14.5,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-005615,2025-12-04,SKU-00015,Store,STR-02,64.0,75.0,45.0,64.0,System Auto-Replenishment,False,,Auto-approved
DEC-005616,2025-12-04,SKU-00018,Store,Multiple,106.0,83.0,49.8,106.0,System Auto-Replenishment,False,,Auto-approved
DEC-005617,2025-12-04,SKU-00011,Store,STR-02,15.0,18.1,10.8,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-005618,2025-12-04,SKU-00006,Store,STR-02,30.0,38.5,23.1,30.0,System Auto-Replenishment,False,,Auto-approved
DEC-005619,2025-12-04,SKU-00008,Store,Multiple,193.0,123.4,74.0,193.0,System Auto-Replenishment,False,,Auto-approved
DEC-005620,2025-12-04,SKU-00001,Store,STR-03,86.1,95.6,57.4,0.0,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005621,2025-12-04,SKU-00005,Store,STR-03,17.0,20.2,12.1,17.0,System Auto-Replenishment,False,,Auto-approved
DEC-005622,2025-12-04,SKU-00002,Store,STR-03,52.0,62.1,37.3,52.0,System Auto-Replenishment,False,,Auto-approved
DEC-005623,2025-12-04,SKU-00007,Store,Multiple,158.4,95.1,57.1,154.4,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005624,2025-12-04,SKU-00020,Store,STR-04,23.0,28.0,16.8,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-005625,2025-12-04,SKU-00007,Store,STR-04,53.0,56.0,33.6,53.0,System Auto-Replenishment,False,,Auto-approved
DEC-005626,2025-12-04,SKU-00001,Store,Multiple,92.9,60.5,36.3,0.0,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005627,2025-12-04,SKU-00022,Store,STR-04,23.0,27.6,16.6,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-005628,2025-12-04,SKU-00005,Store,STR-04,10.0,13.8,8.3,10.0,System Auto-Replenishment,False,,Auto-approved
DEC-005629,2025-12-04,SKU-00018,Store,STR-05,46.0,47.4,28.4,46.0,System Auto-Replenishment,False,,Auto-approved
DEC-005630,2025-12-04,SKU-00016,Store,STR-05,21.0,22.6,13.5,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-005631,2025-12-04,SKU-00013,Store,STR-05,54.0,66.8,40.1,54.0,System Auto-Replenishment,False,,Auto-approved
DEC-005632,2025-12-04,SKU-00003,Store,STR-05,58.0,73.2,43.9,58.0,System Auto-Replenishment,False,,Auto-approved
DEC-005633,2025-12-04,SKU-00022,Store,STR-06,42.0,49.5,29.7,42.0,System Auto-Replenishment,False,,Auto-approved
DEC-005634,2025-12-04,SKU-00005,Store,STR-06,10.9,13.7,8.2,0.0,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005635,2025-12-04,SKU-00020,Store,STR-06,18.0,21.2,12.7,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-005636,2025-12-04,SKU-00023,Store,STR-06,39.4,54.9,33.0,39.4,System Auto-Replenishment,False,,Auto-approved
DEC-005637,2025-12-04,SKU-00019,Store,STR-06,35.0,41.1,24.7,35.0,System Auto-Replenishment,False,,Auto-approved
DEC-005638,2025-12-04,SKU-00009,Store,STR-06,42.0,49.8,29.9,42.0,System Auto-Replenishment,False,,Auto-approved
DEC-005639,2025-12-04,SKU-00018,Store,STR-07,67.0,82.1,49.2,67.0,System Auto-Replenishment,False,,Auto-approved
DEC-005640,2025-12-04,SKU-00017,Store,STR-07,81.0,86.2,51.7,81.0,System Auto-Replenishment,False,,Auto-approved
DEC-005641,2025-12-04,SKU-00003,Store,STR-07,56.0,70.5,42.3,56.0,System Auto-Replenishment,False,,Auto-approved
DEC-005642,2025-12-04,SKU-00014,Store,STR-08,25.0,32.2,19.3,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-005643,2025-12-04,SKU-00023,Store,STR-08,48.0,47.3,28.4,48.0,System Auto-Replenishment,False,,Auto-approved
DEC-005644,2025-12-04,SKU-00002,Store,STR-08,22.0,21.7,13.0,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-005645,2025-12-04,SKU-00024,Store,STR-08,22.0,23.6,14.1,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-005646,2025-12-05,SKU-00023,Store,STR-01,119.5,86.7,52.0,119.5,System Auto-Replenishment,False,,Auto-approved
DEC-005647,2025-12-05,SKU-00020,Store,Multiple,61.0,37.1,22.3,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-005648,2025-12-05,SKU-00018,Store,STR-01,78.0,107.7,64.6,78.0,System Auto-Replenishment,False,,Auto-approved
DEC-005649,2025-12-05,SKU-00013,Store,STR-01,55.0,69.3,41.6,55.0,System Auto-Replenishment,False,,Auto-approved
DEC-005650,2025-12-05,SKU-00023,Store,STR-02,78.0,87.0,52.2,78.0,System Auto-Replenishment,False,,Auto-approved
DEC-005651,2025-12-05,SKU-00018,Store,STR-03,55.0,67.8,40.7,55.0,System Auto-Replenishment,False,,Auto-approved
DEC-005652,2025-12-05,SKU-00001,Store,STR-03,121.7,95.6,57.4,0.0,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005653,2025-12-05,SKU-00013,Store,Multiple,199.0,112.8,67.7,199.0,System Auto-Replenishment,False,,Auto-approved
DEC-005654,2025-12-05,SKU-00006,Store,STR-03,34.0,43.5,26.1,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-005655,2025-12-05,SKU-00020,Store,STR-03,40.0,41.9,25.1,40.0,System Auto-Replenishment,False,,Auto-approved
DEC-005656,2025-12-05,SKU-00023,Store,STR-03,59.0,58.9,35.4,0.0,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005657,2025-12-05,SKU-00013,Store,STR-04,61.3,69.4,41.7,61.3,System Auto-Replenishment,False,,Auto-approved
DEC-005658,2025-12-05,SKU-00014,Store,STR-04,31.2,35.3,21.2,31.2,System Auto-Replenishment,False,,Auto-approved
DEC-005659,2025-12-05,SKU-00018,Store,STR-04,62.0,80.5,48.3,62.0,System Auto-Replenishment,False,,Auto-approved
DEC-005660,2025-12-05,SKU-00001,Store,Multiple,127.9,60.5,36.3,127.9,System Auto-Replenishment,False,,Auto-approved
DEC-005661,2025-12-05,SKU-00006,Store,Multiple,39.0,35.4,21.3,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-005662,2025-12-05,SKU-00016,Store,STR-04,13.0,16.6,10.0,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-005663,2025-12-05,SKU-00004,Store,STR-05,32.0,30.3,18.2,32.0,System Auto-Replenishment,False,,Auto-approved
DEC-005664,2025-12-05,SKU-00010,Store,STR-05,45.0,49.7,29.8,45.0,System Auto-Replenishment,False,,Auto-approved
DEC-005665,2025-12-05,SKU-00006,Store,STR-05,31.0,43.4,26.1,31.0,System Auto-Replenishment,False,,Auto-approved
DEC-005666,2025-12-05,SKU-00015,Store,STR-06,34.0,37.1,22.3,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-005667,2025-12-05,SKU-00017,Store,STR-06,62.0,78.4,47.1,62.0,System Auto-Replenishment,False,,Auto-approved
DEC-005668,2025-12-05,SKU-00005,Store,STR-06,17.9,13.7,8.2,0.0,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005669,2025-12-05,SKU-00003,Store,STR-06,55.0,59.2,35.5,55.0,System Auto-Replenishment,False,,Auto-approved
DEC-005670,2025-12-05,SKU-00002,Store,STR-06,48.0,56.2,33.7,48.0,System Auto-Replenishment,False,,Auto-approved
DEC-005671,2025-12-05,SKU-00001,Store,STR-06,51.0,72.8,43.7,51.0,System Auto-Replenishment,False,,Auto-approved
DEC-005672,2025-12-05,SKU-00022,Store,STR-07,27.0,34.9,21.0,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-005673,2025-12-05,SKU-00010,Store,STR-07,25.0,34.5,20.7,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-005674,2025-12-05,SKU-00021,Store,STR-07,18.0,22.8,13.7,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-005675,2025-12-05,SKU-00021,Store,STR-08,13.0,14.2,8.5,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-005676,2025-12-05,SKU-00010,Store,STR-08,12.0,15.4,9.2,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-005677,2025-12-05,SKU-00005,Store,STR-08,8.0,7.7,4.6,8.0,System Auto-Replenishment,False,,Auto-approved
DEC-005678,2025-12-06,SKU-00003,Store,STR-01,38.0,51.8,31.1,38.0,System Auto-Replenishment,False,,Auto-approved
DEC-005679,2025-12-06,SKU-00001,Store,STR-01,48.0,68.3,41.0,48.0,System Auto-Replenishment,False,,Auto-approved
DEC-005680,2025-12-06,SKU-00002,Store,Multiple,173.0,123.0,73.8,173.0,System Auto-Replenishment,False,,Auto-approved
DEC-005681,2025-12-06,SKU-00009,Store,STR-01,50.0,58.8,35.3,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-005682,2025-12-06,SKU-00021,Store,STR-01,15.0,18.2,10.9,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-005683,2025-12-06,SKU-00020,Store,STR-02,37.0,47.9,28.7,37.0,System Auto-Replenishment,False,,Auto-approved
DEC-005684,2025-12-06,SKU-00002,Store,STR-02,115.0,119.1,71.5,115.0,System Auto-Replenishment,False,,Auto-approved
DEC-005685,2025-12-06,SKU-00003,Store,STR-02,59.0,82.3,49.4,59.0,System Auto-Replenishment,False,,Auto-approved
DEC-005686,2025-12-06,SKU-00014,Store,STR-02,84.0,101.9,61.2,84.0,System Auto-Replenishment,False,,Auto-approved
DEC-005687,2025-12-06,SKU-00012,Store,STR-02,16.0,22.2,13.3,16.0,System Auto-Replenishment,False,,Auto-approved
DEC-005688,2025-12-06,SKU-00016,Store,STR-02,18.0,25.2,15.1,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-005689,2025-12-06,SKU-00009,Store,STR-02,72.0,95.8,57.5,72.0,System Auto-Replenishment,False,,Auto-approved
DEC-005690,2025-12-06,SKU-00019,Store,STR-02,50.0,69.7,41.8,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-005691,2025-12-06,SKU-00024,Store,Multiple,87.0,58.9,35.3,87.0,System Auto-Replenishment,False,,Auto-approved
DEC-005692,2025-12-06,SKU-00007,Store,STR-02,82.0,111.9,67.1,82.0,System Auto-Replenishment,False,,Auto-approved
DEC-005693,2025-12-06,SKU-00013,Store,STR-02,69.0,84.5,50.7,69.0,System Auto-Replenishment,False,,Auto-approved
DEC-005694,2025-12-06,SKU-00022,Store,STR-02,33.0,40.7,24.4,33.0,System Auto-Replenishment,False,,Auto-approved
DEC-005695,2025-12-06,SKU-00019,Store,STR-03,85.0,112.1,67.3,85.0,System Auto-Replenishment,False,,Auto-approved
DEC-005696,2025-12-06,SKU-00001,Store,STR-03,149.7,95.6,57.4,149.7,System Auto-Replenishment,False,,Auto-approved
DEC-005697,2025-12-06,SKU-00021,Store,STR-03,19.0,20.4,12.2,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-005698,2025-12-06,SKU-00017,Store,STR-03,102.0,115.9,69.5,102.0,System Auto-Replenishment,False,,Auto-approved
DEC-005699,2025-12-06,SKU-00023,Store,Multiple,182.6,58.9,35.4,182.6,System Auto-Replenishment,False,,Auto-approved
DEC-005700,2025-12-06,SKU-00010,Store,STR-03,29.0,34.3,20.6,29.0,System Auto-Replenishment,False,,Auto-approved
DEC-005701,2025-12-06,SKU-00011,Store,STR-03,21.0,28.6,17.2,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-005702,2025-12-06,SKU-00003,Store,STR-04,39.0,43.5,26.1,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-005703,2025-12-06,SKU-00004,Store,STR-04,15.0,15.5,9.3,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-005704,2025-12-06,SKU-00021,Store,STR-04,18.0,21.4,12.8,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-005705,2025-12-06,SKU-00017,Store,Multiple,88.0,53.7,32.2,88.0,System Auto-Replenishment,False,,Auto-approved
DEC-005706,2025-12-06,SKU-00005,Store,STR-05,21.0,20.6,12.4,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-005707,2025-12-06,SKU-00024,Store,STR-05,75.0,81.3,48.8,75.0,System Auto-Replenishment,False,,Auto-approved
DEC-005708,2025-12-06,SKU-00011,Store,STR-05,28.0,28.4,17.0,28.0,System Auto-Replenishment,False,,Auto-approved
DEC-005709,2025-12-06,SKU-00008,Store,STR-05,72.0,93.1,55.8,72.0,System Auto-Replenishment,False,,Auto-approved
DEC-005710,2025-12-06,SKU-00017,Store,STR-05,73.0,80.7,48.4,73.0,System Auto-Replenishment,False,,Auto-approved
DEC-005711,2025-12-06,SKU-00004,Store,STR-06,29.0,28.2,16.9,29.0,System Auto-Replenishment,False,,Auto-approved
DEC-005712,2025-12-06,SKU-00005,Store,STR-06,18.9,13.7,8.2,0.0,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005713,2025-12-06,SKU-00010,Store,STR-06,23.0,27.6,16.5,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-005714,2025-12-06,SKU-00005,Store,STR-07,19.0,24.8,14.9,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-005715,2025-12-06,SKU-00012,Store,STR-07,43.0,49.1,29.5,43.0,System Auto-Replenishment,False,,Auto-approved
DEC-005716,2025-12-06,SKU-00004,Store,STR-07,25.0,24.8,14.9,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-005717,2025-12-06,SKU-00006,Store,STR-07,40.0,46.3,27.8,40.0,System Auto-Replenishment,False,,Auto-approved
DEC-005718,2025-12-06,SKU-00020,Store,STR-07,38.0,49.1,29.5,38.0,System Auto-Replenishment,False,,Auto-approved
DEC-005719,2025-12-06,SKU-00009,Store,STR-08,24.0,29.0,17.4,24.0,System Auto-Replenishment,False,,Auto-approved
DEC-005720,2025-12-06,SKU-00018,Store,STR-08,16.0,22.1,13.3,16.0,System Auto-Replenishment,False,,Auto-approved
DEC-005721,2025-12-06,SKU-00013,Store,STR-08,35.4,36.4,21.8,35.4,System Auto-Replenishment,False,,Auto-approved
DEC-005722,2025-12-06,SKU-00012,Store,STR-08,13.0,16.2,9.7,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-005723,2025-12-06,SKU-00015,Store,STR-08,33.0,36.2,21.7,33.0,System Auto-Replenishment,False,,Auto-approved
DEC-005724,2025-12-07,SKU-00007,Store,STR-01,120.0,144.1,86.4,45.4,Planner Review,True,Warehouse supply shortfall - partial fulfilment,Manual override
DEC-005725,2025-12-07,SKU-00004,Store,STR-01,60.0,59.9,36.0,60.0,System Auto-Replenishment,False,,Auto-approved
DEC-005726,2025-12-07,SKU-00015,Store,Multiple,148.0,96.6,57.9,148.0,System Auto-Replenishment,False,,Auto-approved
DEC-005727,2025-12-07,SKU-00008,Store,STR-01,59.0,59.2,35.5,59.0,System Auto-Replenishment,False,,Auto-approved
DEC-005728,2025-12-07,SKU-00014,Store,STR-01,57.0,70.7,42.4,57.0,System Auto-Replenishment,False,,Auto-approved
DEC-005729,2025-12-07,SKU-00010,Store,STR-02,19.0,24.2,14.5,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-005730,2025-12-07,SKU-00018,Store,STR-02,69.0,83.0,49.8,69.0,System Auto-Replenishment,False,,Auto-approved
DEC-005731,2025-12-07,SKU-00008,Store,STR-02,61.0,78.5,47.1,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-005732,2025-12-07,SKU-00006,Store,Multiple,50.0,38.5,23.1,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-005733,2025-12-07,SKU-00008,Store,Multiple,168.0,123.4,74.0,168.0,System Auto-Replenishment,False,,Auto-approved
DEC-005734,2025-12-07,SKU-00016,Store,Multiple,69.0,50.0,30.0,69.0,System Auto-Replenishment,False,,Auto-approved
DEC-005735,2025-12-07,SKU-00004,Store,STR-03,26.0,27.8,16.7,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-005736,2025-12-07,SKU-00005,Store,STR-03,19.0,20.2,12.1,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-005737,2025-12-07,SKU-00015,Store,STR-03,57.0,59.6,35.7,57.0,System Auto-Replenishment,False,,Auto-approved
DEC-005738,2025-12-07,SKU-00009,Store,STR-03,55.0,59.5,35.7,55.0,System Auto-Replenishment,False,,Auto-approved
DEC-005739,2025-12-07,SKU-00002,Store,Multiple,101.0,62.1,37.3,101.0,System Auto-Replenishment,False,,Auto-approved
DEC-005740,2025-12-07,SKU-00007,Store,Multiple,167.0,95.1,57.1,167.0,System Auto-Replenishment,False,,Auto-approved
DEC-005741,2025-12-07,SKU-00011,Store,STR-04,11.0,13.3,8.0,11.0,System Auto-Replenishment,False,,Auto-approved
DEC-005742,2025-12-07,SKU-00020,Store,Multiple,30.0,28.0,16.8,30.0,System Auto-Replenishment,False,,Auto-approved
DEC-005743,2025-12-07,SKU-00007,Store,STR-04,48.0,56.0,33.6,48.0,System Auto-Replenishment,False,,Auto-approved
DEC-005744,2025-12-07,SKU-00010,Store,STR-04,22.0,29.3,17.6,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-005745,2025-12-07,SKU-00022,Store,STR-04,25.0,27.6,16.6,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-005746,2025-12-07,SKU-00009,Store,STR-04,53.0,63.0,37.8,53.0,System Auto-Replenishment,False,,Auto-approved
DEC-005747,2025-12-07,SKU-00012,Store,STR-04,17.0,19.0,11.4,17.0,System Auto-Replenishment,False,,Auto-approved
DEC-005748,2025-12-07,SKU-00005,Store,STR-04,12.0,13.8,8.3,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-005749,2025-12-07,SKU-00001,Store,STR-05,67.0,71.6,43.0,67.0,System Auto-Replenishment,False,,Auto-approved
DEC-005750,2025-12-07,SKU-00019,Store,STR-05,37.0,38.1,22.9,37.0,System Auto-Replenishment,False,,Auto-approved
DEC-005751,2025-12-07,SKU-00013,Store,STR-05,48.0,66.8,40.1,48.0,System Auto-Replenishment,False,,Auto-approved
DEC-005752,2025-12-07,SKU-00003,Store,STR-05,54.0,73.2,43.9,54.0,System Auto-Replenishment,False,,Auto-approved
DEC-005753,2025-12-07,SKU-00011,Store,STR-06,17.0,19.4,11.6,17.0,System Auto-Replenishment,False,,Auto-approved
